Price,Model_year,Milage,Brand,Model,Fuel_type,Transmission,Accident,Clean_title,condition
3850,2000.0,165475.0,honda,accord,gas,automatic,Unknown,Clean,
7000,2008.0,124100.0,,hundai tuscon,gas,manual,Unknown,Clean,like new
29900,2011.0,33000.0,mercedes-benz,e 550,gas,automatic,Unknown,Clean,excellent
8000,2004.0,214000.0,ford,sterling l7500,diesel,automatic,Unknown,Clean,
16995,2009.0,55282.0,subaru,impreza wagon wrx,gas,manual,Unknown,rebuilt,excellent
18900,2009.0,138348.0,ford,f-150 lariat supercrew 5.,gas,automatic,Unknown,Unknown,excellent
30398,2020.0,3700.0,honda,cr-v,gas,automatic,Unknown,Clean,
14995,2015.0,105188.0,bmw,3 series,gas,automatic,Unknown,Clean,
8900,1989.0,98000.0,ford,f350 diesel,diesel,automatic,Unknown,Clean,good
49990,2020.0,4322.0,cadillac,xt5 sport suv 4d,gas,other,Unknown,Clean,good
6495,2010.0,106547.0,dodge,caliber,gas,automatic,Unknown,Clean,excellent
10900,2010.0,97804.0,honda,accord crosstour exl,gas,automatic,Unknown,Clean,good
21590,2017.0,3524.0,mini,hardtop 2 door cooper s,other,other,Unknown,Clean,good
35590,2013.0,24471.0,chevrolet,corvette coupe 2d,other,other,Unknown,Clean,good
31990,2017.0,23401.0,toyota,tacoma access cab sr5,gas,other,Unknown,Clean,good
9999,2010.0,129256.0,bmw,x5 xdrive35d,diesel,automatic,Unknown,Clean,
8999,2016.0,49534.0,ford,focus se hatchback,gas,automatic,Unknown,Clean,like new
34995,2017.0,27240.0,ford,transit 350 wagon,gas,automatic,Unknown,Clean,excellent
25000,2018.0,19000.0,mazda,mx-5 miata rf,gas,manual,Unknown,Clean,like new
11995,2011.0,148627.0,subaru,outback 2.5i limited,gas,automatic,Unknown,Unknown,excellent
15590,2016.0,64923.0,,Scion iM Hatchback 4D,other,other,Unknown,Clean,good
31990,2017.0,31496.0,gmc,sierra 1500 double cab,gas,automatic,Unknown,Clean,good
5450,2013.0,159817.0,dodge,avenger sxt,gas,automatic,Unknown,Clean,
25992,2017.0,24382.0,bmw,x3 sdrive28i,gas,other,Unknown,Clean,
33995,2013.0,70000.0,ford,f-250 super duty super duty,gas,automatic,Unknown,Clean,
6980,2009.0,170000.0,dodge,journey sxt,gas,automatic,Unknown,Clean,
27995,2013.0,19928.0,ford,f-150,other,automatic,Unknown,Clean,
15995,2014.0,86890.0,kia,optima,gas,automatic,Unknown,Clean,
8880,2015.0,67963.0,fiat,500,gas,automatic,Unknown,Clean,
7000,2002.0,78045.0,dodge,dakota,gas,automatic,Unknown,Clean,excellent
30590,2017.0,22049.0,,Genesis G80 3.8 Sedan 4D,gas,other,Unknown,Clean,good
15990,2015.0,30479.0,kia,optima lx sedan 4d,other,automatic,Unknown,Clean,good
5300,2012.0,145000.0,chevrolet,malibu,gas,automatic,Unknown,Clean,
24900,2010.0,201273.0,,hino 338,diesel,automatic,Unknown,Clean,good
14000,1951.0,30000.0,chevrolet,,gas,manual,Unknown,Clean,excellent
3800,2012.0,140000.0,hyundai,accent,gas,automatic,Unknown,Salvage,excellent
42900,2016.0,10237.0,honda,odyssey ex-l wheelchair h,gas,automatic,Unknown,Clean,
28990,2012.0,41029.0,bmw,6 series 650i convertible 2d,gas,other,Unknown,Clean,good
26995,2012.0,93420.0,,CHEV. 4WD,gas,automatic,Unknown,Clean,like new
69500,1961.0,84860.0,porsche,356,gas,manual,Unknown,Clean,excellent
4600,1995.0,200000.0,chevrolet,cheyenne 1500,other,automatic,Unknown,Clean,
49995,2018.0,66879.0,ram,3500,diesel,automatic,Unknown,Clean,
28590,2017.0,67004.0,infiniti,q60 3.0t premium coupe,gas,other,Unknown,Clean,good
34850,2017.0,50000.0,nissan,titan xd pro 4x,gas,automatic,Unknown,Clean,good
44977,2020.0,22432.0,,Mustang GT Premium,gas,automatic,Unknown,Clean,like new
19990,2018.0,14386.0,nissan,rogue s sport utility 4d,gas,other,Unknown,Clean,good
24999,2016.0,46000.0,bmw,x4 xdrive28i,gas,automatic,Unknown,Clean,
5800,2006.0,244000.0,nissan,titan 4x4,gas,automatic,Unknown,Clean,fair
37990,2018.0,28538.0,audi,a5 premium plus cabriolet,gas,automatic,Unknown,Clean,good
25590,2018.0,16102.0,cadillac,ats sedan 4d,other,other,Unknown,Clean,good
19995,2013.0,95446.0,jeep,wrangler,gas,automatic,Unknown,Clean,
21988,2014.0,93102.0,ford,f-150 crew 4x4 5.0 v8,gas,automatic,Unknown,Clean,excellent
8000,2004.0,153000.0,porsche,cayenne s,gas,automatic,Unknown,Clean,fair
29590,2018.0,28921.0,acura,mdx sport utility 4d,gas,other,Unknown,Clean,good
24999,2016.0,54987.0,audi,a4 premium plus awd,gas,automatic,Unknown,Clean,excellent
36590,2016.0,43813.0,lexus,ls 460 sedan 4d,gas,other,Unknown,Clean,good
17974,2018.0,19146.0,chevrolet,cruze,gas,other,Unknown,Clean,
10990,2013.0,85584.0,volkswagen,passat,diesel,automatic,Unknown,Clean,
8490,2016.0,231790.0,subaru,outback,gas,automatic,Unknown,Clean,excellent
74800,2014.0,22931.0,porsche,911 carrera 4 cabriolet,gas,automatic,Unknown,Clean,like new
27900,2012.0,81000.0,bmw,m models x6,gas,automatic,Unknown,Clean,excellent
24590,2018.0,38872.0,bmw,3 series 330i xdrive sedan,other,other,Unknown,Clean,good
32990,2015.0,11531.0,chevrolet,camaro ss coupe 2d,gas,other,Unknown,Clean,good
39990,2019.0,17961.0,jaguar,e-pace p300 r-dynamic se,other,other,Unknown,Clean,good
6900,2013.0,98245.0,nissan,rogue sl,gas,automatic,Unknown,Clean,good
13000,2012.0,113500.0,bmw,335i,gas,automatic,Unknown,Clean,excellent
16550,2006.0,41935.0,ford,mustang,gas,manual,Unknown,Clean,excellent
25000,1968.0,12345.0,chevrolet,chevelle,gas,automatic,Unknown,Clean,excellent
6495,2011.0,104672.0,dodge,caliber,gas,automatic,Unknown,Clean,excellent
25211,2020.0,12153.0,ford,fusion hybrid,hybrid,automatic,Unknown,Clean,
6199,2005.0,190000.0,chevrolet,tahoe,gas,automatic,Unknown,Clean,excellent
27988,2020.0,15139.0,nissan,altima,gas,automatic,Unknown,Clean,
12950,2013.0,77000.0,lexus,ct200h hybrid,gas,automatic,Unknown,Clean,good
74997,2018.0,57269.0,toyota,"land cruiser 1-owner*full custom build*never off road*new lift*new 33"" yokohama x-ats*new 18"" black rhino wheels*center council cooler*360 camera*chrome delete",gas,automatic,Unknown,Clean,
21799,2018.0,19436.0,volkswagen,tiguan,gas,automatic,Unknown,Clean,
34194,2020.0,4523.0,subaru,outback,gas,automatic,Unknown,Clean,
5500,1989.0,183000.0,jeep,wrangler,gas,manual,Unknown,Clean,good
25988,2018.0,53354.0,chevrolet,equinox premier,gas,automatic,Unknown,Clean,good
27590,2020.0,12706.0,ford,fusion plug-in hybrid,hybrid,other,Unknown,Clean,good
39998,2020.0,19285.0,ford,f-150,gas,automatic,Unknown,Clean,
12999,2011.0,229165.0,ford,f-150,other,automatic,Unknown,Clean,
33590,2019.0,10742.0,volvo,s60 t6 r-design sedan 4d,gas,other,Unknown,Clean,good
66199,2020.0,15380.0,chevrolet,silverado 2500hd,diesel,automatic,Unknown,Clean,
13900,2012.0,120000.0,honda,odyssey touring,gas,automatic,Unknown,Clean,
68995,2017.0,40417.0,ford,f-250 super duty lariat crew 6.7 liter,other,automatic,Unknown,Clean,
14999,2014.0,74056.0,audi,a4,gas,automatic,Unknown,Clean,excellent
3000,1989.0,140000.0,mercedes-benz,benz 300te,gas,automatic,Unknown,Clean,
13495,2015.0,43241.0,chevrolet,malibu,gas,automatic,Unknown,Clean,excellent
11977,2014.0,54693.0,buick,verano,gas,automatic,Unknown,Clean,
13995,2018.0,38000.0,ford,focus,gas,automatic,Unknown,Clean,excellent
6882,2008.0,140000.0,acura,rdx,gas,automatic,Unknown,rebuilt,excellent
11995,2007.0,364128.0,,STERLING ACTERRA 7500,diesel,automatic,Unknown,Clean,good
6500,1990.0,78000.0,lincoln,towncar,gas,automatic,Unknown,Clean,excellent
13500,2015.0,119037.0,ford,transit connect,gas,automatic,Unknown,Clean,excellent
26990,2018.0,25156.0,nissan,pathfinder sl sport,gas,other,Unknown,Clean,good
5895,2006.0,129055.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
38250,1900.0,4500.0,acura,rdx,gas,automatic,Unknown,Clean,new
6995,2002.0,126753.0,toyota,rav4,gas,automatic,Unknown,Clean,excellent
19995,2015.0,77015.0,ford,mustang ecoboost premium,gas,manual,Unknown,Clean,excellent
48995,2015.0,38393.0,mercedes-benz,s-class,gas,automatic,Unknown,Clean,good
19800,2016.0,99850.0,gmc,acadia,gas,automatic,Unknown,Clean,good
15500,2014.0,152070.0,chevrolet,silverardo,gas,automatic,Unknown,Clean,
12999,2009.0,128962.0,mercedes-benz,m-class,gas,automatic,Unknown,Clean,excellent
10950,2005.0,183000.0,toyota,4runner,gas,automatic,Unknown,Clean,excellent
10995,2008.0,103816.0,acura,mdx sh-awd,gas,automatic,Unknown,Clean,
7990,2011.0,102335.0,toyota,prius iii,hybrid,automatic,Unknown,Clean,excellent
39990,2019.0,8373.0,nissan,370z nismo coupe 2d,gas,other,Unknown,Clean,good
12500,1979.0,41000.0,,mg midget,gas,manual,Unknown,Clean,
18753,2013.0,115232.0,gmc,yukon,gas,automatic,Unknown,Clean,excellent
9800,2012.0,76117.0,kia,soul,gas,automatic,Unknown,Clean,good
5995,2001.0,171843.0,chevrolet,s-10,gas,automatic,Unknown,Clean,good
18495,2008.0,130945.0,ford,e150,gas,automatic,Unknown,Clean,
18900,2017.0,0.0,dodge,durango,gas,automatic,Unknown,Clean,excellent
49995,2019.0,2979.0,lincoln,nautilus black label,gas,automatic,Unknown,Clean,excellent
6200,2009.0,130250.0,volkswagen,tiguan 4 motion,gas,automatic,Unknown,Clean,excellent
36988,2019.0,23038.0,jeep,grand cherokee,gas,automatic,Unknown,Clean,
19990,2014.0,56987.0,subaru,forester 2.0xt touring,gas,other,Unknown,Clean,good
2400,2004.0,106234.0,,04 chrayler 300m,gas,automatic,Unknown,Salvage,good
55000,2001.0,88000.0,ford,excursion,gas,automatic,Unknown,Clean,excellent
22995,2017.0,99653.0,ford,explorer xlt 4wd,gas,automatic,Unknown,Clean,
26900,2002.0,103000.0,ram,cummins 3500 laramie,gas,automatic,Unknown,Clean,
6995,2001.0,116000.0,audi,tt,gas,manual,Unknown,Clean,
34900,2018.0,51966.0,dodge,grand caravan gt,gas,automatic,Unknown,Clean,like new
5400,2012.0,140100.0,ford,fiesta sel,gas,automatic,Unknown,Clean,like new
12495,2014.0,145769.0,acura,rdx,gas,automatic,Unknown,Clean,good
69995,2018.0,13677.0,gmc,sierra 3500hd,diesel,automatic,Unknown,Clean,
4500,2012.0,160000.0,chevrolet,malibu,gas,automatic,Unknown,Clean,good
9988,2016.0,64505.0,chevrolet,spark ls,other,automatic,Unknown,Clean,good
3958,2009.0,167000.0,saturn,outlook,gas,automatic,Unknown,Clean,good
20500,2013.0,48000.0,subaru,brz limited,gas,automatic,Unknown,Clean,excellent
33995,2019.0,50519.0,ford,transit van,gas,automatic,Unknown,Clean,excellent
7995,2014.0,89000.0,chrysler,200,gas,automatic,Unknown,Clean,excellent
8499,2007.0,127000.0,audi,q7,gas,automatic,Unknown,Clean,excellent
6100,2003.0,93000.0,honda,accord,gas,automatic,Unknown,Clean,
9500,2006.0,238000.0,ford,f-550 super duty,diesel,automatic,Unknown,Clean,excellent
14988,2016.0,54822.0,dodge,journey crossroad,other,automatic,Unknown,Clean,good
36990,2020.0,4139.0,dodge,charger r/t sedan 4d,gas,other,Unknown,Clean,good
6900,2009.0,125000.0,nissan,murano,gas,automatic,Unknown,Clean,excellent
25990,2020.0,8004.0,volkswagen,passat r-line sedan,gas,other,Unknown,Clean,good
29990,2012.0,81740.0,ford,f350,gas,automatic,Unknown,Clean,
8499,2016.0,120206.0,hyundai,elantra,gas,automatic,Unknown,Clean,
6999,2011.0,140050.0,ford,fusion,gas,automatic,Unknown,Clean,
4488,2000.0,220000.0,nissan,pathfinder,gas,automatic,Unknown,Clean,good
38950,2016.0,37513.0,ram,2500 tradesman 4x4,gas,automatic,Unknown,Clean,excellent
2200,2000.0,227.0,honda,accord,gas,automatic,Unknown,Clean,
4990,2009.0,154345.0,mazda,mazda3,gas,automatic,Unknown,Clean,excellent
15000,1997.0,106000.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,excellent
39990,2019.0,7256.0,gmc,sierra 1500 double cab,gas,other,Unknown,Clean,good
15999,2014.0,83100.0,bmw,328i,gas,automatic,Unknown,Clean,
15990,2006.0,86408.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,good
21999,2011.0,83440.0,ford,mustang,gas,manual,Unknown,Clean,
9997,2015.0,71000.0,nissan,versa sv,gas,automatic,Unknown,Clean,excellent
32999,2018.0,34527.0,audi,q5,gas,other,Unknown,Clean,
28995,2012.0,93923.0,ford,econoline commercial,gas,automatic,Unknown,Clean,
15995,2015.0,109629.0,chevrolet,camaro,gas,automatic,Unknown,Clean,
15995,2007.0,239379.0,ford,f-350,diesel,manual,Unknown,Clean,
16902,2020.0,11692.0,toyota,corolla,gas,automatic,Unknown,Clean,
9500,1990.0,167000.0,toyota,pick up,gas,manual,Unknown,Clean,like new
31995,2016.0,45667.0,ram,1500,gas,automatic,Unknown,Clean,excellent
44590,2018.0,32714.0,infiniti,qx80 sport utility 4d,gas,automatic,Unknown,Clean,good
13995,2011.0,94000.0,ford,flex se,gas,automatic,Unknown,Clean,good
27995,2020.0,36651.0,ford,edge titanium suv,gas,automatic,Unknown,Clean,
28590,2017.0,41816.0,ram,1500 quad cab express pickup,other,other,Unknown,Clean,good
12995,2017.0,106196.0,hyundai,elantra sesedan 6a,gas,automatic,Unknown,Unknown,excellent
6500,2000.0,95792.0,honda,passport,gas,automatic,Unknown,Clean,
24990,2018.0,34955.0,infiniti,q50 2.0t luxe sedan 4d,other,other,Unknown,Clean,good
6950,2006.0,97800.0,honda,civic lx,gas,manual,Unknown,Clean,excellent
13000,2015.0,20000.0,,scion fr-s,gas,manual,Unknown,rebuilt,good
31990,2020.0,2408.0,mazda,mx-5 miata grand touring,gas,other,Unknown,Clean,good
27777,2014.0,99000.0,toyota,tacoma prerunner v6,gas,automatic,Unknown,Clean,like new
12400,2017.0,27674.0,ford,fiesta se,gas,automatic,Unknown,Clean,like new
35990,2020.0,1548.0,dodge,challenger r/t coupe 2d,gas,other,Unknown,Clean,good
43490,2016.0,48681.0,toyota,tundra,gas,automatic,Unknown,Unknown,
11995,2014.0,73121.0,ford,fusion se,gas,automatic,Unknown,Clean,
15590,2013.0,99728.0,subaru,tribeca 3.6r limited,gas,automatic,Unknown,Clean,good
23324,2021.0,858.0,chevrolet,equinox,gas,automatic,Unknown,Clean,
34990,2019.0,15405.0,toyota,highlander xle sport,gas,other,Unknown,Clean,good
27990,2012.0,68696.0,gmc,sierra 2500 hd extended cab,gas,other,Unknown,Clean,good
11995,2016.0,111871.0,ford,fusion,gas,automatic,Unknown,Clean,
29990,2018.0,26978.0,alfa-romeo,romeo stelvio ti sport,other,other,Unknown,Clean,good
39580,2018.0,52079.0,acura,mdx,gas,automatic,Unknown,Clean,
6500,2009.0,167000.0,acura,tsx w/tech,gas,automatic,Unknown,Clean,
8700,2013.0,142482.0,,SCION xB Hatchback 4DR,gas,manual,Unknown,Clean,excellent
29995,2018.0,51220.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,excellent
37990,2017.0,32878.0,lexus,rx 450h sport utility 4d,other,other,Unknown,Clean,good
9000,2007.0,120000.0,honda,civic si,gas,manual,Unknown,Clean,
18999,2018.0,18500.0,chevrolet,cruze premier rs,gas,automatic,Unknown,Clean,excellent
8500,2012.0,160000.0,ford,flex sel,gas,automatic,Unknown,Clean,excellent
2750,2002.0,131000.0,mercedes-benz,benz ml320,gas,automatic,Unknown,Clean,
9499,2012.0,132000.0,honda,odyssey ex-l,gas,automatic,Unknown,Clean,excellent
25995,2015.0,126690.0,gmc,sierra 2500hd,gas,automatic,Unknown,Clean,
59000,2014.0,274632.0,,international 4400,diesel,automatic,Unknown,Clean,
20990,2020.0,3837.0,hyundai,elantra gt hatchback 4d,other,other,Unknown,Clean,good
14499,2018.0,41050.0,chevrolet,cruze,gas,automatic,Unknown,Clean,
5500,2007.0,148000.0,mercedes-benz,c280 3.0l luxury,gas,automatic,Unknown,Clean,excellent
3500,1995.0,230000.0,mitsubishi,montero,gas,automatic,Unknown,Salvage,
5300,2009.0,178000.0,jeep,grand cherokee laredo,gas,automatic,Unknown,Clean,excellent
9000,2010.0,178000.0,ford,expedition,gas,automatic,Unknown,Clean,excellent
9999,2012.0,125444.0,ford,transit connect,gas,automatic,Unknown,Clean,excellent
32990,2019.0,3896.0,volkswagen,atlas se 4motion,gas,other,Unknown,Clean,good
9500,2017.0,16362.0,fiat,500e,electric,other,Unknown,Clean,
36999,2018.0,41735.0,ford,f-150,gas,automatic,Unknown,Clean,
12900,2016.0,77430.0,nissan,altima only 77k miles,gas,automatic,Unknown,Unknown,excellent
2250,2001.0,163500.0,bmw,330i,gas,automatic,Unknown,Clean,good
9500,1979.0,58522.0,chevrolet,c30,gas,manual,Unknown,Clean,good
7900,2010.0,144000.0,ford,expedition xlt,gas,automatic,Unknown,Clean,
35590,2017.0,76216.0,lincoln,navigator l select sport,gas,automatic,Unknown,Clean,good
4500,2011.0,167870.0,ford,fusion,gas,automatic,Unknown,Clean,
23999,2016.0,89746.0,ram,1500 promaster cargo van,gas,automatic,Unknown,Clean,excellent
7900,2005.0,141514.0,dodge,dakota club cab,gas,automatic,Unknown,Clean,
34495,2016.0,84838.0,chevrolet,silverado 1500 lt,gas,automatic,Unknown,Clean,good
18990,2017.0,17635.0,hyundai,tucson se sport utility,gas,other,Unknown,Clean,good
16995,2014.0,57729.0,mercedes-benz,c-class,gas,automatic,Unknown,Clean,
33707,2016.0,44905.0,lexus,rx,gas,automatic,Unknown,Clean,
19988,2020.0,14052.0,chevrolet,impala,gas,automatic,Unknown,Clean,excellent
20999,2007.0,109276.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,good
40590,2018.0,9173.0,lexus,rx 350l sport utility 4d,gas,other,Unknown,Clean,good
38590,2020.0,17881.0,chevrolet,silverado 1500 crew,gas,other,Unknown,Clean,good
10999,2011.0,113000.0,mercedes-benz,benz glk 350,gas,automatic,Unknown,Clean,
4100,2007.0,1000.0,,Club car 4 seater,electric,automatic,Unknown,Clean,like new
8500,1991.0,14555.0,volkswagen,vanagon,gas,manual,Unknown,Clean,good
26988,2018.0,75295.0,ram,promaster cargo van,gas,automatic,Unknown,Clean,
32999,2017.0,63648.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,
48000,2006.0,94000.0,bmw,e46 m3,gas,other,Unknown,Clean,excellent
5995,2003.0,228110.0,ford,f-150,gas,automatic,Unknown,Clean,
35590,2020.0,1454.0,lincoln,corsair sport utility 4d,gas,other,Unknown,Clean,good
30622,2014.0,22318.0,lexus,is,gas,automatic,Unknown,Clean,
14995,2013.0,98000.0,audi,a4,other,automatic,Unknown,Clean,
27999,2015.0,57589.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
3200,2010.0,170000.0,nissan,versa,gas,automatic,Unknown,Clean,good
33590,2014.0,55251.0,toyota,tundra crewmax sr5 pickup,other,other,Unknown,Clean,good
12500,1993.0,173000.0,jeep,wrangler yj,gas,automatic,Unknown,Clean,like new
34990,2019.0,16505.0,infiniti,q70 3.7 luxe sedan 4d,other,other,Unknown,Clean,good
22995,2016.0,43960.0,subaru,crosstrek premium,gas,automatic,Unknown,Clean,excellent
9897,2006.0,230724.0,toyota,tundra sr5,gas,automatic,Unknown,Clean,excellent
12985,2011.0,71633.0,bmw,3 series,gas,automatic,Unknown,Clean,excellent
26950,2007.0,244056.0,ram,2500,diesel,manual,Unknown,Clean,excellent
13900,2015.0,70718.0,honda,civic se,gas,automatic,Unknown,Clean,
7300,2006.0,134000.0,toyota,tacoma,gas,automatic,Unknown,Clean,like new
6990,2011.0,99353.0,nissan,altima,gas,automatic,Unknown,Clean,excellent
27990,2014.0,17805.0,toyota,tacoma access cab pickup,other,other,Unknown,Clean,good
30990,2017.0,56500.0,toyota,highlander se awd v6,gas,automatic,Unknown,Clean,like new
14653,2017.0,47518.0,kia,soul,gas,automatic,Unknown,Clean,
17995,2012.0,91876.0,honda,odyssey,gas,automatic,Unknown,Clean,
38954,2016.0,70442.0,ram,2500,gas,automatic,Unknown,Clean,
4000,2005.0,200000.0,,VISION,diesel,automatic,Unknown,Clean,
32990,2019.0,2676.0,dodge,challenger r/t coupe 2d,gas,other,Unknown,Clean,good
4500,2008.0,190000.0,dodge,durango,gas,automatic,Unknown,Clean,excellent
30900,2019.0,32936.0,cadillac,xts luxury sedan 4d,gas,automatic,Unknown,Clean,like new
12999,2017.0,92671.0,toyota,corolla l cvt,gas,other,Unknown,Clean,excellent
5488,2012.0,96987.0,ford,focus,gas,automatic,Unknown,Clean,excellent
10999,2014.0,90641.0,volkswagen,jetta sedan,diesel,automatic,Unknown,Clean,good
4500,2009.0,155818.0,volkswagen,jetta s,gas,automatic,Unknown,Clean,excellent
65995,2017.0,46777.0,ford,f-250,diesel,automatic,Unknown,Clean,
11998,2012.0,88880.0,ford,mustang,gas,automatic,Unknown,Clean,
26990,2015.0,29738.0,lexus,nx 200t sport utility 4d,gas,other,Unknown,Clean,good
26990,2015.0,102863.0,,Isuzu NPR,diesel,automatic,Unknown,Clean,good
21999,2006.0,59000.0,toyota,4runner,gas,automatic,Unknown,Clean,
66995,2019.0,23958.0,chevrolet,silverado 2500 ltz,other,automatic,Unknown,Clean,
8000,1988.0,72000.0,jeep,wrangler,gas,manual,Unknown,Clean,
59286,2015.0,85659.0,chevrolet,silverado,other,automatic,Unknown,Clean,
12899,2013.0,98486.0,cadillac,srx,gas,automatic,Unknown,Clean,
16500,2013.0,53857.0,cadillac,xts platinum,gas,automatic,Unknown,Clean,good
8000,1987.0,185000.0,jeep,wrangler,gas,manual,Unknown,Clean,
25000,2016.0,126000.0,ram,,gas,automatic,Unknown,Clean,excellent
24990,2013.0,27287.0,bmw,1 series 135i convertible 2d,gas,other,Unknown,Clean,good
9950,2007.0,165585.0,toyota,4runner,gas,automatic,Unknown,Clean,
5900,2014.0,129000.0,volkswagen,jetta se,gas,automatic,Unknown,Clean,excellent
12995,2016.0,75930.0,nissan,altima,gas,automatic,Unknown,Clean,
8950,2016.0,94115.0,mitsubishi,lancer,gas,automatic,Unknown,Clean,
30988,2018.0,39834.0,gmc,acadia slt automatic,gas,automatic,Unknown,Clean,
10250,2010.0,29630.0,nissan,rogue,gas,automatic,Unknown,Clean,excellent
15990,2006.0,84995.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,good
5000,2012.0,197000.0,ford,escape,gas,automatic,Unknown,Clean,good
34997,2011.0,84697.0,chevrolet,silverado 3500hd,diesel,automatic,Unknown,Clean,excellent
31888,2015.0,109947.0,gmc,1500 yukon slt,gas,automatic,Unknown,Clean,good
43900,2016.0,5790.0,honda,odyssey,gas,automatic,Unknown,Clean,
15485,2015.0,68337.0,toyota,camry le,gas,automatic,Unknown,Unknown,excellent
7500,2012.0,125000.0,honda,civic lx,gas,automatic,Unknown,Clean,excellent
26950,2005.0,125733.0,ford,f350 super duty lariat,diesel,automatic,Unknown,Clean,excellent
12000,1995.0,80000.0,chevrolet,corvette,gas,automatic,Unknown,Clean,excellent
7975,2007.0,160204.0,lexus,es 350 luxury package,gas,automatic,Unknown,Clean,like new
13988,2013.0,170406.0,toyota,sienna,gas,automatic,Unknown,Clean,
22284,2020.0,10.0,chevrolet,trax lt,gas,automatic,Unknown,Clean,good
17999,2015.0,94000.0,ford,explorer,gas,automatic,Unknown,Clean,
35985,2018.0,86416.0,ford,f150 supercrew cab,gas,automatic,Unknown,Clean,excellent
24000,2017.0,111932.0,dodge,durango gt blacktop,gas,automatic,Unknown,Clean,excellent
6995,2007.0,191472.0,dodge,durango,gas,automatic,Unknown,Clean,excellent
26000,1975.0,55.0,chevrolet,silverado,gas,automatic,Unknown,Clean,like new
19800,2018.0,110007.0,honda,civic,gas,automatic,Unknown,Clean,
29900,2019.0,163000.0,chevrolet,silverado 2500,gas,automatic,Unknown,Clean,
28700,2013.0,194785.0,chevrolet,silverado 2500hd,diesel,automatic,Unknown,Clean,good
3999,2003.0,232172.0,honda,accord,gas,automatic,Unknown,Clean,good
4900,2002.0,161851.0,volkswagen,jetta 1.9 tdi mk4,diesel,automatic,Unknown,Clean,good
68995,2020.0,14140.0,ram,3500 lifted tradesman drw 6.7 cummins,diesel,automatic,Unknown,Clean,
7400,2009.0,137400.0,bmw,335i,gas,other,Unknown,Clean,good
3900,2010.0,109000.0,honda,civic ex,gas,manual,Unknown,Clean,
28500,2016.0,77112.0,ford,expedition limited,gas,automatic,Unknown,Clean,excellent
72995,2018.0,48479.0,ram,2500,diesel,automatic,Unknown,Clean,
29997,2014.0,73603.0,porsche,"cayenne 1-owner* local trade* convenience pkg* panoramic roof* dealer serviced, new tires* 2-keys* front & rear sensors*back up cam",gas,automatic,Unknown,Clean,
10000,2003.0,286000.0,toyota,tundra sr5 4x4,gas,automatic,Unknown,Clean,excellent
2500,2001.0,65000.0,pontiac,grand am,gas,automatic,Unknown,Clean,good
10499,2007.0,173865.0,chevrolet,tahoe,gas,automatic,Unknown,Clean,excellent
13997,2010.0,105000.0,infiniti,g37,gas,automatic,Unknown,Clean,like new
9500,2014.0,98500.0,mazda,3,gas,automatic,Unknown,Clean,excellent
27000,2016.0,45074.0,lexus,is300 awd f-sport,gas,automatic,Unknown,Clean,excellent
31995,2020.0,12820.0,hyundai,santa fe,gas,automatic,Unknown,Clean,
28990,2018.0,12514.0,bmw,i3 s w/range extender,electric,other,Unknown,Clean,good
6200,2013.0,100125.0,ford,focus se,gas,automatic,Unknown,Clean,like new
50700,2019.0,25528.0,toyota,tundra,gas,automatic,Unknown,Clean,
23990,2019.0,7281.0,acura,ilx premium pkg sedan 4d,gas,other,Unknown,Clean,good
12500,1992.0,1000.0,nissan,240 sx,gas,manual,Unknown,Salvage,salvage
12399,2008.0,97091.0,ford,e-series wagon e-350 sd xl,gas,automatic,Unknown,Clean,
7999,2011.0,181000.0,kia,sorento,gas,automatic,Unknown,Clean,
39500,2015.0,265835.0,ford,f350 super duty kingranch,diesel,automatic,Unknown,Clean,like new
26875,1999.0,8902.0,chevrolet,corvette,gas,automatic,Unknown,Clean,
27590,2019.0,11876.0,toyota,rav4 hybrid le sport,hybrid,other,Unknown,Clean,good
7999,1999.0,105500.0,,1999 CL500,gas,automatic,Unknown,Clean,excellent
5495,2006.0,70133.0,chevrolet,uplander,gas,automatic,Unknown,Clean,excellent
18999,2014.0,35600.0,chevrolet,camaro,gas,other,Unknown,Clean,
21952,2017.0,15517.0,honda,civic,gas,automatic,Unknown,Clean,
10995,2011.0,100764.0,toyota,prius two,electric,automatic,Unknown,Clean,good
3000,1950.0,1.0,chevrolet,4400,gas,manual,Unknown,Clean,
32990,2020.0,15588.0,cadillac,ct5 premium luxury,other,other,Unknown,Clean,good
10500,2011.0,109370.0,jeep,,gas,automatic,Unknown,Clean,excellent
14000,2013.0,150201.0,ford,f150 xlt,gas,automatic,Unknown,Clean,excellent
11999,2013.0,101858.0,mercedes-benz,benz e350,gas,automatic,Unknown,Clean,excellent
10970,2016.0,69862.0,fiat,500x easy,gas,automatic,Unknown,Clean,excellent
6600,2009.0,58000.0,honda,civic,other,automatic,Unknown,Clean,like new
10500,2002.0,241000.0,ford,f350 lariat,diesel,automatic,Unknown,Clean,good
