Price,Model_year,Milage,Brand,Model,Fuel_type,Transmission,Accident,Clean_title,condition
31990,2013.0,55068.0,toyota,tundra double cab pickup,gas,other,Unknown,Clean,good
37999,2017.0,26000.0,jeep,wrangler sahara,gas,automatic,Unknown,Clean,like new
11500,1999.0,174600.0,ram,deisel cummins 2500,diesel,automatic,Unknown,Clean,good
45000,2017.0,92000.0,chevrolet,silverado,gas,automatic,Unknown,Clean,excellent
34990,2019.0,32605.0,acura,rdx sh-awd technology pkg,other,other,Unknown,Clean,good
6299,2008.0,125509.0,volvo,xc90,gas,automatic,Unknown,Clean,
27800,2019.0,9990.0,ford,f-150,gas,automatic,Unknown,Salvage,like new
4995,2011.0,155730.0,ford,fusion,gas,automatic,Unknown,Clean,excellent
26995,2014.0,119981.0,ford,f-150 xl supercrew 6.5-ft. bed 4wd,,automatic,Unknown,Unknown,
7499,2015.0,142000.0,nissan,altima 2.5 s,gas,automatic,Unknown,Clean,excellent
13495,2016.0,46804.0,chevrolet,cruze,gas,automatic,Unknown,Clean,good
29995,2017.0,52880.0,jeep,grand cherokee,gas,automatic,Unknown,Clean,
13495,2015.0,43241.0,chevrolet,malibu,gas,automatic,Unknown,Clean,excellent
15418,2017.0,78928.0,ford,escape se,gas,automatic,Unknown,Clean,like new
7997,2013.0,93000.0,volkswagen,beetle,gas,automatic,Unknown,Clean,good
34990,2017.0,3464.0,toyota,tacoma double cab trd,other,other,Unknown,Clean,good
149998,2019.0,4675.0,mercedes-benz,amg gt,gas,automatic,Unknown,Clean,
20488,2019.0,32135.0,chevrolet,impala,gas,automatic,Unknown,Clean,excellent
29500,2007.0,20350.0,chevrolet,corvette coupe,gas,manual,Unknown,Clean,excellent
4700,2013.0,137000.0,ford,focus,gas,automatic,Unknown,Clean,excellent
25997,2010.0,143616.0,toyota,fj cruiser upgrade pkg 2*convenience pkg*preferred premium accessory pkg*roof rack*rear lockers*rust free*level lifted*black out pkg,gas,automatic,Unknown,Clean,
28995,2016.0,29786.0,lexus,is200t,gas,automatic,Unknown,Clean,excellent
25995,2019.0,23990.0,jeep,compass,gas,automatic,Unknown,Clean,
5900,2007.0,153000.0,dodge,nitro slt,gas,automatic,Unknown,Clean,excellent
69995,2018.0,51431.0,ram,2500 laramie 4dr megacab,diesel,automatic,Unknown,Clean,
13499,2006.0,188000.0,jeep,grand cherokee srt8,gas,automatic,Unknown,Clean,good
14000,2000.0,209000.0,ford,f350 crew cab 4x4,diesel,manual,Unknown,Clean,excellent
24995,2015.0,31964.0,dodge,charger,gas,automatic,Unknown,Clean,
9500,2005.0,104285.0,rover,hse,gas,automatic,Unknown,Clean,excellent
10999,2011.0,162990.0,acura,mdx,gas,automatic,Unknown,Clean,
7499,2013.0,124506.0,hyundai,sonata hybrid,gas,automatic,Unknown,Clean,excellent
53995,2020.0,27345.0,chevrolet,"silverado 1500 8"" rea",gas,automatic,Unknown,Clean,
24998,2020.0,32991.0,ford,fusion,gas,automatic,Unknown,Clean,
11999,2015.0,106309.0,ford,escape,gas,automatic,Unknown,Clean,
15000,2014.0,155000.0,gmc,acadia,gas,automatic,Unknown,Clean,excellent
26995,2011.0,44185.0,ford,f350 super duty,gas,automatic,Unknown,Clean,like new
38990,2019.0,23999.0,volvo,xc60 t5 momentum sport,gas,other,Unknown,Clean,good
105000,1997.0,22000.0,ferrari,f355 spider,gas,manual,Unknown,Clean,excellent
41995,2015.0,40672.0,jeep,wrangler unlimited sahara 4dr hardtop,gas,automatic,Unknown,Clean,
16000,1940.0,1.0,,willys,gas,other,Unknown,missing,good
16990,2014.0,9667.0,chrysler,200 touring sedan 4d,other,other,Unknown,Clean,good
36990,2015.0,51677.0,chevrolet,tahoe lt sport utility,other,other,Unknown,Clean,good
5980,2013.0,149000.0,mini,cooper s,gas,automatic,Unknown,Clean,
12995,2019.0,38346.0,nissan,sentra,gas,other,Unknown,Clean,
79995,2019.0,20100.0,ford,f-150,gas,automatic,Unknown,Clean,
6950,2011.0,54443.0,nissan,quest,gas,automatic,Unknown,rebuilt,
18991,2018.0,21890.0,mazda,mazda3 4-door,gas,automatic,Unknown,Clean,
66995,2016.0,39326.0,ford,f-350sd,other,automatic,Unknown,Clean,
22839,2021.0,5363.0,chevrolet,trailblazer ls,gas,automatic,Unknown,Clean,good
22590,2015.0,20346.0,hyundai,genesis coupe 3.8 2d,gas,other,Unknown,Clean,good
12998,2014.0,105775.0,dodge,charger,gas,automatic,Unknown,Clean,excellent
16897,2015.0,122128.0,buick,enclave,gas,other,Unknown,Clean,
8500,2001.0,153800.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
34995,2012.0,75484.0,ford,f-350sd,diesel,automatic,Unknown,Clean,
56995,2017.0,104075.0,ford,f-350 lariat superduty crew drw 4x4 6.7,other,automatic,Unknown,Clean,
16990,2016.0,145001.0,ford,f-150 super cab xl,gas,automatic,Unknown,Clean,
35211,2011.0,46830.0,chevrolet,corvette,gas,manual,Unknown,Clean,like new
4200,2009.0,156700.0,volkswagen,jetta sedan 4d,gas,automatic,Unknown,Clean,good
13950,2015.0,36205.0,buick,encore convenience,gas,automatic,Unknown,Clean,excellent
6750,2010.0,107830.0,buick,lacrosse,gas,automatic,Unknown,Clean,excellent
20495,2015.0,61063.0,lexus,es 300h,hybrid,automatic,Unknown,Clean,
35950,2018.0,113869.0,chevrolet,silverado 2500 hd,gas,automatic,Unknown,Clean,excellent
43950,2011.0,0.0,chevrolet,silverado 2500hd,diesel,automatic,Unknown,Clean,excellent
6500,1984.0,123456.0,chevrolet,k5 blazer,gas,automatic,Unknown,Clean,fair
38977,2017.0,100696.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,
22218,2018.0,29159.0,gmc,terrain,gas,automatic,Unknown,Clean,
13800,2018.0,75769.0,nissan,sentra s sedan 4d,gas,automatic,Unknown,Clean,like new
9500,1988.0,1234.0,,88 Suzuki Samuri,gas,automatic,Unknown,Clean,fair
2000,1965.0,59383.0,jeep,j300,gas,manual,Unknown,Clean,
22950,2016.0,51916.0,audi,q3,gas,automatic,Unknown,Clean,
3000,1973.0,4211.0,datsun,240z,gas,automatic,Unknown,Clean,salvage
4495,2007.0,159000.0,bmw,328i,gas,automatic,Unknown,Clean,excellent
8999,2014.0,125207.0,nissan,maxima,gas,automatic,Unknown,Clean,excellent
13495,2013.0,146229.0,honda,pilot,gas,automatic,Unknown,Clean,excellent
27990,2020.0,10688.0,ford,ranger supercab xl pickup,gas,other,Unknown,Clean,good
34999,2019.0,12.0,mini,cooper countryman,gas,other,Unknown,Clean,
28000,2020.0,18000.0,mazda,cx-5,gas,automatic,Unknown,Clean,like new
32995,2016.0,83116.0,ram,1500 laramie 4x4 eco diesel,diesel,automatic,Unknown,Clean,
14259,2019.0,24110.0,chevrolet,spark,gas,automatic,Unknown,Clean,
34000,2016.0,74101.0,toyota,4 runner,gas,automatic,Unknown,Clean,excellent
12433,2016.0,80954.0,chrysler,200,gas,automatic,Unknown,Clean,
31000,2016.0,62000.0,mercedes-benz,e 400,gas,automatic,Unknown,Clean,excellent
10495,2013.0,126918.0,bmw,x3 xdrive28i,gas,automatic,Unknown,Clean,
6995,2011.0,103288.0,kia,forte,gas,automatic,Unknown,Clean,
28990,2018.0,12514.0,bmw,i3 s w/range extender,electric,other,Unknown,Clean,good
34500,2018.0,80030.0,ford,f-150,gas,automatic,Unknown,Clean,excellent
14777,2011.0,188488.0,ford,f150 super cab,other,automatic,Unknown,Clean,
29988,2019.0,29248.0,dodge,charger sxt automatic,gas,automatic,Unknown,Clean,
18950,2015.0,100750.0,lexus,is,gas,automatic,Unknown,Clean,excellent
10900,2009.0,115480.0,honda,pilot ex-l,gas,automatic,Unknown,Clean,good
18194,2015.0,27052.0,chevrolet,impala,gas,other,Unknown,Clean,
12777,2006.0,99574.0,ford,e250 super duty cargo,gas,automatic,Unknown,Clean,
33990,2019.0,7359.0,jeep,wrangler sport suv 2d,gas,other,Unknown,Clean,good
13911,2011.0,100567.0,buick,enclave,gas,automatic,Unknown,Clean,excellent
5500,2009.0,129000.0,toyota,camry,gas,automatic,Unknown,Clean,excellent
5250,2012.0,156000.0,chrysler,200 limited sedan,gas,automatic,Unknown,Clean,
20888,2019.0,30200.0,chevrolet,impala,gas,automatic,Unknown,Clean,excellent
17990,2019.0,3533.0,fiat,500l pop hatchback 4d,gas,other,Unknown,Clean,good
56995,2019.0,42858.0,ford,f250 4wd,diesel,automatic,Unknown,Clean,excellent
22488,2011.0,102617.0,chevrolet,avalanche,other,automatic,Unknown,Clean,
5500,2001.0,134241.0,,MERCEDES-BENZ/S-CLASS,gas,automatic,Unknown,Clean,excellent
62995,2019.0,30478.0,ram,2500,diesel,automatic,Unknown,Clean,
49995,2021.0,10.0,gmc,sierra at4,gas,automatic,Unknown,Clean,new
6950,1994.0,126000.0,,Toyota. 22 Re,gas,manual,Unknown,Clean,
29900,2011.0,207407.0,,hino 268 reefer box truck,diesel,automatic,Unknown,Clean,good
10999,1995.0,132252.0,toyota,4runner,gas,automatic,Unknown,Clean,
7900,2013.0,0.0,hyundai,sonata,gas,automatic,Unknown,Clean,excellent
11590,2014.0,61852.0,chevrolet,spark ev 2lt hatchback,electric,other,Unknown,Clean,good
28990,2017.0,33327.0,lincoln,continental premiere,gas,other,Unknown,Clean,good
24990,2019.0,16980.0,honda,accord hybrid sedan 4d,gas,other,Unknown,Clean,good
16990,2015.0,43934.0,volkswagen,cc 2.0t r-line sedan,other,other,Unknown,Clean,good
12995,2015.0,102782.0,toyota,camry,gas,automatic,Unknown,Clean,
9500,2003.0,252790.0,gmc,yukon sle suv,gas,automatic,Unknown,Clean,excellent
2100,2006.0,202891.0,subaru,legacy 2.5i,gas,automatic,Unknown,Clean,fair
10900,2015.0,139990.0,honda,civic,gas,automatic,Unknown,Clean,
4300,2012.0,174053.0,kia,soul,gas,automatic,Unknown,Clean,
19000,2001.0,120000.0,porsche,911 carrera,gas,automatic,Unknown,Clean,excellent
11900,2007.0,108902.0,toyota,4runner,gas,automatic,Unknown,Clean,
52995,2018.0,30305.0,toyota,tundra limited crewmax lifted,gas,automatic,Unknown,Clean,
26999,2013.0,12849.0,ford,e 350,gas,automatic,Unknown,Clean,good
34995,2014.0,125845.0,toyota,fj cruiser,gas,automatic,Unknown,Clean,
16777,2012.0,149178.0,acura,mdx,gas,automatic,Unknown,Clean,
14777,2003.0,87180.0,mercedes-benz,sl-class,gas,automatic,Unknown,Clean,
22590,2018.0,12369.0,mazda,cx-5 sport suv 4d,other,other,Unknown,Clean,good
20995,2016.0,92620.0,toyota,tacoma,gas,automatic,Unknown,Clean,excellent
3500,2009.0,111387.0,hyundai,accent,gas,automatic,Unknown,rebuilt,
19999,2013.0,62322.0,dodge,challenger sxt plus w/ super sport group,gas,automatic,Unknown,Clean,
4995,2007.0,171000.0,jeep,compass sport,gas,manual,Unknown,Clean,excellent
4300,2002.0,251250.0,toyota,highlander sport,gas,automatic,Unknown,Clean,good
15900,2005.0,127000.0,chevrolet,avalanche,gas,automatic,Unknown,Clean,excellent
5000,1996.0,103460.0,ford,f150 xl,gas,automatic,Unknown,Clean,good
27995,2018.0,70000.0,ram,1500,gas,automatic,Unknown,Clean,excellent
13995,2016.0,51392.0,dodge,journey se,gas,automatic,Unknown,Clean,like new
15900,2016.0,70000.0,toyota,camry hybrid se,hybrid,automatic,Unknown,Clean,excellent
9900,2015.0,71032.0,kia,forte lx,gas,automatic,Unknown,Clean,
5995,2007.0,133598.0,audi,a3,gas,automatic,Unknown,Clean,excellent
16500,2013.0,72000.0,honda,civic si,gas,manual,Unknown,Clean,excellent
23999,2005.0,45000.0,,International Freightliner,diesel,automatic,Unknown,Clean,
15990,2006.0,86408.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,good
2999,2000.0,99000.0,ford,focus zts,gas,automatic,Unknown,Clean,excellent
35590,2014.0,36284.0,ford,f150 supercrew cab lariat,gas,other,Unknown,Clean,good
18900,2017.0,85837.0,kia,sorento,gas,automatic,Unknown,Clean,excellent
5450,2013.0,107965.0,fiat,500,gas,automatic,Unknown,Clean,
5980,2010.0,208359.0,gmc,terrain,gas,manual,Unknown,Unknown,
4995,2006.0,138849.0,ford,focus zx4 ses,gas,automatic,Unknown,Clean,good
25590,2020.0,11602.0,volkswagen,passat r-line sedan,gas,other,Unknown,Clean,good
64590,2019.0,10291.0,audi,q8 premium sport utility 4d,hybrid,other,Unknown,Clean,good
18495,2015.0,67623.0,bmw,3-series,gas,automatic,Unknown,Clean,good
21590,2019.0,43747.0,chrysler,300 touring l sedan 4d,other,other,Unknown,Clean,good
4500,2005.0,209169.0,honda,accord,gas,automatic,Unknown,Clean,excellent
41995,2020.0,1243.0,subaru,wrx sti,gas,manual,Unknown,Clean,excellent
26944,2018.0,34819.0,toyota,camry,other,automatic,Unknown,Clean,
10000,1965.0,99999.0,volvo,,gas,manual,Unknown,Clean,
6800,2004.0,102000.0,bmw,,gas,other,Unknown,Clean,excellent
27995,2012.0,45822.0,ford,f350 super duty,gas,automatic,Unknown,Clean,
7900,2015.0,105752.0,ford,fiesta s sedan,gas,automatic,Unknown,Unknown,excellent
29990,2020.0,11152.0,chevrolet,blazer 2lt sport,gas,other,Unknown,Clean,good
25990,2017.0,29170.0,jaguar,xf 35t premium sedan 4d,other,other,Unknown,Clean,good
11900,2011.0,137887.0,toyota,highlander limited hybrid,hybrid,automatic,Unknown,Clean,good
4000,2005.0,220000.0,nissan,murano sv,gas,automatic,Unknown,Clean,good
63990,2019.0,20126.0,audi,q8 premium sport utility 4d,other,automatic,Unknown,Clean,good
3800,2008.0,178800.0,nissan,altima,gas,automatic,Unknown,Clean,good
9499,2013.0,68000.0,volkswagen,tiguan s,gas,automatic,Unknown,Clean,excellent
13950,2016.0,28747.0,dodge,dart,gas,automatic,Unknown,Clean,good
14897,2012.0,112510.0,jeep,grand cherokee,gas,other,Unknown,Clean,
13995,2015.0,90874.0,infiniti,q40,gas,automatic,Unknown,Clean,excellent
34456,2014.0,106205.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
16495,2009.0,146460.0,chevrolet,silverado 1500 crew,gas,automatic,Unknown,Unknown,excellent
24997,2014.0,82553.0,mercedes-benz,m-class,gas,automatic,Unknown,Clean,
18600,2014.0,132000.0,ford,f150 xlt,gas,automatic,Unknown,Clean,
4900,2007.0,171390.0,acura,tl,gas,automatic,Unknown,Clean,excellent
7900,2002.0,160500.0,chevrolet,avalanche,gas,automatic,Unknown,Clean,excellent
16300,2017.0,71842.0,kia,sportage lx fwd,gas,automatic,Unknown,Clean,like new
12980,2013.0,36000.0,hyundai,elantra limited,gas,automatic,Unknown,Clean,excellent
29990,2019.0,19699.0,hyundai,santa fe 2.4 ultimate,gas,other,Unknown,Clean,good
13150,2018.0,50000.0,nissan,versa,gas,automatic,Unknown,Clean,
7500,2011.0,206417.0,gmc,box truck,gas,automatic,Unknown,Clean,good
22995,2012.0,210000.0,ford,f-350,diesel,automatic,Unknown,Clean,
19500,1966.0,88000.0,ford,econoline,gas,manual,Unknown,Clean,excellent
11500,1999.0,134164.0,ram,2500,diesel,automatic,Unknown,rebuilt,good
38990,2013.0,51525.0,chevrolet,corvette grand sport,gas,other,Unknown,Clean,good
32990,2019.0,6897.0,chevrolet,silverado 1500 ld,other,other,Unknown,Clean,good
13495,2013.0,105529.0,subaru,forester,gas,automatic,Unknown,Clean,excellent
37999,2017.0,26480.0,jeep,wrangler,gas,automatic,Unknown,Clean,
29990,2016.0,17302.0,chevrolet,colorado extended cab,gas,other,Unknown,Clean,good
25995,2019.0,23990.0,jeep,compass,gas,automatic,Unknown,Clean,
4900,2011.0,181567.0,honda,civic,gas,automatic,Unknown,Clean,like new
15995,2001.0,156923.0,toyota,tacoma xtracab,gas,automatic,Unknown,Clean,
5500,2007.0,148000.0,mercedes-benz,c280 3.0l luxury,gas,automatic,Unknown,Clean,excellent
5800,1989.0,70000.0,chevrolet,camaro,gas,automatic,Unknown,Clean,fair
14259,2019.0,24110.0,chevrolet,spark,gas,automatic,Unknown,Clean,
25995,2015.0,126690.0,gmc,sierra 2500hd,gas,automatic,Unknown,Clean,
32999,2015.0,100491.0,toyota,tundra cewmax,gas,automatic,Unknown,Clean,
39995,2020.0,21797.0,ford,"transit 250 high roof 148"" wb extended cargo van",other,automatic,Unknown,Clean,
19000,1966.0,1102.0,,coupe,gas,manual,Unknown,Clean,
24999,2015.0,107000.0,ram,1500 big horn,gas,automatic,Unknown,Clean,good
28990,2014.0,100176.0,toyota,4runner limited sport,gas,other,Unknown,Clean,good
17995,2013.0,126959.0,ram,1500 quad cab,gas,automatic,Unknown,Clean,
33952,2018.0,28782.0,cadillac,xt5,gas,automatic,Unknown,Clean,
8999,2008.0,140996.0,lexus,rx 350,gas,automatic,Unknown,Clean,excellent
17999,2005.0,84300.0,ford,f250 super duty,diesel,automatic,Unknown,Clean,like new
22795,2015.0,67870.0,mercedes-benz,c-class,gas,automatic,Unknown,Clean,
8997,2011.0,164000.0,toyota,rav4,gas,automatic,Unknown,Clean,like new
8823,2012.0,109907.0,ford,focus,gas,automatic,Unknown,Clean,
31590,2017.0,36656.0,infiniti,qx60 3.5 sport utility,other,other,Unknown,Clean,good
38590,2016.0,26862.0,mercedes-benz,mercedes-amg cla,gas,other,Unknown,Clean,good
11775,2012.0,129501.0,buick,enclave,gas,automatic,Unknown,Clean,excellent
11950,2014.0,49481.0,volkswagen,passat,gas,automatic,Unknown,Clean,excellent
22900,2020.0,50365.0,dodge,grand caravan,gas,other,Unknown,Clean,
14497,2007.0,121198.0,toyota,sequoia,gas,automatic,Unknown,Clean,
4900,1998.0,99900.0,dodge,dakota,gas,manual,Unknown,Clean,
8992,2013.0,94880.0,chevrolet,sonic,gas,other,Unknown,Clean,
48995,2015.0,67318.0,ford,f-250 superduty xlt crew cab 6.7 liter,other,automatic,Unknown,Clean,
6000,2013.0,192000.0,hyundai,sonata gls,gas,automatic,Unknown,Clean,excellent
6450,2012.0,153000.0,volvo,s60,gas,automatic,Unknown,rebuilt,
4250,2001.0,188000.0,chevrolet,silverado,gas,automatic,Unknown,Clean,good
23995,2018.0,17801.0,jeep,compass sport,gas,automatic,Unknown,Clean,like new
13999,2014.0,69900.0,chevrolet,malibu,gas,automatic,Unknown,Clean,
7995,2014.0,186000.0,toyota,corolla,gas,automatic,Unknown,Clean,
15488,2019.0,38521.0,kia,soul,gas,automatic,Unknown,Clean,
15998,2014.0,77567.0,honda,crv all wheel drive lx,gas,automatic,Unknown,Clean,excellent
25950,2009.0,168260.0,ford,f350 super duty,diesel,automatic,Unknown,Clean,excellent
13000,1992.0,111000.0,toyota,pick up,gas,manual,Unknown,Clean,excellent
17900,2015.0,0.0,mercedes-benz,cla-class,gas,automatic,Unknown,Clean,excellent
19900,2011.0,133257.0,cadillac,escalade,gas,automatic,Unknown,Clean,good
23248,2020.0,5105.0,chevrolet,trax lt,gas,automatic,Unknown,Clean,good
5999,2010.0,200933.0,subaru,legacy 2.5i premium,gas,automatic,Unknown,Clean,
30990,2019.0,4936.0,mazda,mx-5 miata grand touring,gas,other,Unknown,Clean,good
6200,2013.0,118000.0,chevrolet,cruze,gas,automatic,Unknown,Clean,excellent
11200,2015.0,166476.0,chevrolet,equinox,gas,automatic,Unknown,Clean,
5750,1985.0,225.0,mazda,rx7,gas,manual,Unknown,Clean,excellent
23500,2010.0,125000.0,toyota,tacoma double cab sr5,gas,automatic,Unknown,Clean,good
5600,2008.0,133244.0,toyota,camry,diesel,automatic,Unknown,Clean,good
14500,2018.0,29121.0,kia,forte,gas,automatic,Unknown,Clean,
34990,2017.0,3464.0,toyota,tacoma double cab trd,other,other,Unknown,Clean,good
19499,2017.0,64187.0,chrysler,pacifica,gas,automatic,Unknown,Clean,
13997,2008.0,117177.0,bmw,335i,gas,automatic,Unknown,Clean,
25990,2013.0,42045.0,mercedes-benz,e-class e 550,gas,automatic,Unknown,Clean,good
20590,2017.0,36436.0,lincoln,mkz premiere sedan 4d,gas,other,Unknown,Clean,good
67653,2016.0,74263.0,chevrolet,silverado,other,automatic,Unknown,Clean,
4750,2010.0,180651.0,lincoln,town car signature,gas,automatic,Unknown,Clean,good
6995,2004.0,196123.0,ford,f-150,gas,automatic,Unknown,Clean,good
12995,2008.0,93146.0,ford,f150 xl,gas,automatic,Unknown,Clean,
18900,2007.0,220222.0,ram,3500 slt dually,diesel,manual,Unknown,Clean,excellent
6500,2002.0,165000.0,acura,,gas,manual,Unknown,Clean,excellent
21990,2013.0,63703.0,infiniti,m m37x sedan 4d,gas,other,Unknown,Clean,good
26990,2018.0,26514.0,gmc,acadia sle-2 sport utility,gas,other,Unknown,Clean,good
6995,2009.0,168980.0,nissan,murano,gas,automatic,Unknown,Clean,excellent
22900,2016.0,97405.0,ram,1500 tradesman,gas,automatic,Unknown,Clean,
29997,2015.0,144071.0,toyota,tacoma v6 1 owner* trd sport* navigation*back up cam* 6-speed manual* rust free*1-owner*non smoker*bilstein toytec lift,gas,manual,Unknown,Clean,
14000,2002.0,293000.0,toyota,landcruiser,gas,automatic,Unknown,Clean,excellent
5500,1980.0,73083.0,chevrolet,blazer,gas,manual,Unknown,Clean,fair
11988,2017.0,48098.0,toyota,yaris l,other,automatic,Unknown,Clean,good
12500,2008.0,165000.0,lexus,ls 460,gas,automatic,Unknown,Clean,
50000,2020.0,4656.0,jeep,wrangler unlimited sport,gas,automatic,Unknown,Clean,new
17985,2012.0,77220.0,bmw,x3,gas,automatic,Unknown,Clean,excellent
12995,2016.0,72754.0,chrysler,200,gas,automatic,Unknown,Clean,
18500,2012.0,86000.0,jeep,wrangler,gas,automatic,Unknown,lien,excellent
2300,2001.0,143000.0,chevrolet,cavalier,gas,manual,Unknown,Clean,excellent
33980,2019.0,18576.0,ford,transit 250,gas,automatic,Unknown,Clean,
36999,2011.0,129131.0,ford,super duty f-250 srw,diesel,automatic,Unknown,Clean,excellent
33590,2017.0,14318.0,audi,q5 3.0t premium plus sport,gas,automatic,Unknown,Clean,good
2450,2001.0,161662.0,ford,taurus,gas,automatic,Unknown,Clean,
10750,2015.0,81320.0,toyota,camry le,gas,automatic,Unknown,Salvage,excellent
26777,2013.0,65484.0,bmw,640i,gas,automatic,Unknown,Clean,
26995,2017.0,33103.0,subaru,wrx,gas,manual,Unknown,Clean,
13950,2017.0,74486.0,hyundai,sonata,gas,automatic,Unknown,Clean,excellent
4500,2011.0,134000.0,dodge,avenger sxt,gas,automatic,Unknown,Clean,excellent
2300,2001.0,188171.0,,Suzuki Esteem,gas,manual,Unknown,Clean,good
9999,2008.0,68000.0,cadillac,cts,gas,automatic,Unknown,Clean,
22029,2021.0,6463.0,chevrolet,trax ls,gas,automatic,Unknown,Clean,good
17000,2013.0,177000.0,chevrolet,suburban,gas,automatic,Unknown,Clean,excellent
24995,2007.0,115560.0,chevrolet,silverado,gas,automatic,Unknown,Clean,
35590,2014.0,36284.0,ford,f150 supercrew cab lariat,gas,other,Unknown,Clean,good
4300,2003.0,139440.0,chevrolet,trailblazer,gas,automatic,Unknown,Clean,good
15990,2016.0,46252.0,chevrolet,cruze limited ltz,gas,other,Unknown,Clean,good
6488,2008.0,162258.0,dodge,nitro r/t,gas,automatic,Unknown,Clean,
47550,2018.0,133134.0,ram,3500,diesel,automatic,Unknown,Clean,excellent
19940,2016.0,108249.0,toyota,sienna,gas,automatic,Unknown,Clean,
42024,2020.0,32150.0,chevrolet,silverado 1500,gas,automatic,Unknown,Clean,
19990,2019.0,19956.0,kia,sorento lx sport utility 4d,gas,other,Unknown,Clean,good
20000,2011.0,115000.0,toyota,tundra,gas,automatic,Unknown,Clean,excellent
4999,2007.0,118529.0,saturn,vue,gas,automatic,Unknown,Clean,excellent
24500,2010.0,81100.0,toyota,tundra crewmax,gas,automatic,Unknown,Clean,excellent
6995,2013.0,117256.0,hyundai,veloster,gas,automatic,Unknown,Clean,excellent
28990,2020.0,21.0,buick,encore gx essence sport,gas,other,Unknown,Clean,good
34990,2019.0,11816.0,toyota,tacoma double cab trd,gas,other,Unknown,Clean,good
31990,2020.0,9261.0,toyota,tacoma access cab sr,gas,other,Unknown,Clean,good
8950,2000.0,125722.0,dodge,dakota,gas,automatic,Unknown,Clean,excellent
38590,2020.0,6330.0,lincoln,corsair sport utility 4d,gas,other,Unknown,Clean,good
10900,2011.0,106321.0,cadillac,cts wagon awd,gas,automatic,Unknown,Clean,good
38990,2016.0,72410.0,chevrolet,silverado 2500 hd,other,other,Unknown,Clean,good
12488,2008.0,163257.0,gmc,yukon xl denali,gas,automatic,Unknown,Clean,excellent
15799,2018.0,12394.0,kia,forte,gas,automatic,Unknown,Clean,
16000,1918.0,56000.0,ford,model t,gas,automatic,Unknown,Clean,good
31590,2020.0,2195.0,mazda,mx-5 miata club,gas,other,Unknown,Clean,good
32995,2014.0,89268.0,chevrolet,silverado 1500 4x4,gas,automatic,Unknown,Clean,excellent
13353,2014.0,126186.0,lexus,ct 200h,hybrid,automatic,Unknown,Clean,
24995,2019.0,16181.0,toyota,camry,gas,automatic,Unknown,Clean,
27500,2016.0,38000.0,buick,enclave,gas,automatic,Unknown,Clean,like new
3500,2002.0,161000.0,hyundai,elantra,gas,automatic,Unknown,Clean,like new
26988,2018.0,75295.0,ram,promaster 1500,gas,automatic,Unknown,Clean,
53988,2014.0,77475.0,gmc,sierra 2500hd denali,diesel,automatic,Unknown,Clean,good
14988,2013.0,112334.0,chevrolet,express cargo,gas,automatic,Unknown,Clean,excellent
31990,2017.0,19043.0,ford,mustang gt coupe 2d,gas,automatic,Unknown,Clean,good
43388,2016.0,32159.0,chevrolet,silverado 1500 lt 4wd,gas,automatic,Unknown,Clean,good
29999,2015.0,173498.0,cadillac,escalade esv,gas,automatic,Unknown,Clean,excellent
20590,2016.0,26808.0,toyota,prius v two wagon 4d,hybrid,other,Unknown,Clean,good
29990,2018.0,15923.0,lexus,nx 300 sport utility 4d,other,other,Unknown,Clean,good
13999,2011.0,83190.0,mercedes-benz,e-class,diesel,automatic,Unknown,Clean,excellent
39590,2019.0,25399.0,,Genesis G70 3.3T Dynamic Edition,gas,other,Unknown,Clean,good
22678,2016.0,85046.0,mercedes-benz,e-class,gas,automatic,Unknown,Clean,
27950,2016.0,61752.0,bmw,x5 xdrive35i awd suv,gas,automatic,Unknown,Clean,
6500,2013.0,97000.0,nissan,sentra sl,gas,automatic,Unknown,Clean,like new
2999,1994.0,159000.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,
13500,2007.0,80000.0,nissan,350z roadster,gas,manual,Unknown,Clean,excellent
7900,2006.0,170830.0,ford,mustang,gas,manual,Unknown,Clean,
7499,2012.0,138043.0,hyundai,elantra limited pzev,gas,automatic,Unknown,Clean,
13129,2014.0,65612.0,ford,escape,gas,automatic,Unknown,Clean,
8999,2004.0,205478.0,gmc,yukon xl 1500,gas,automatic,Unknown,Clean,
5500,2011.0,175000.0,toyota,prius,gas,automatic,Unknown,Clean,like new
14599,2015.0,89870.0,nissan,altima 2.5 s w/ power seat,gas,automatic,Unknown,Clean,
31500,2020.0,14.0,honda,cr-v ex,gas,automatic,Unknown,Clean,excellent
6000,2005.0,140000.0,dodge,durango hemi,gas,automatic,Unknown,Clean,excellent
32800,2018.0,43479.0,ford,transit,gas,automatic,Unknown,Clean,excellent
19900,2020.0,4100.0,nissan,rogue sv 2.5l awd,gas,automatic,Unknown,Clean,like new
18500,2019.0,47178.0,kia,optima,gas,automatic,Unknown,Clean,
38732,2016.0,75793.0,gmc,sierra 1500,gas,automatic,Unknown,Clean,
27995,2013.0,104253.0,ford,f-150,gas,automatic,Unknown,Clean,good
23352,2020.0,15357.0,honda,civic,gas,automatic,Unknown,Clean,
